product_name,price,price_value,sku,stock_status,stock_quantity,categories,tags,tags_and_categories,tag_count,short_description,product_url,listing_page
Articuno,£77.00,77.0,6040,101 in stock,101,Freeze | Pokemon,articuno | Freeze | Pressure,Freeze | Pokemon | articuno | Pressure,4,"Articuno is a legendary bird Pokémon that can control ice. The flapping of its wings chills the air. As a result, it is said that when this Pokémon flies, snow will fall.",https://scrapeme.live/shop/Articuno/,9
Ditto,£75.00,75.0,5061,177 in stock,177,Pokemon | Transform,ditto | Limber | Transform,Pokemon | Transform | ditto | Limber,4,"Ditto rearranges its cell structure to transform itself into other shapes. However, if it tries to transform itself into something by relying on its memory, this Pokémon manages to get details wrong.",https://scrapeme.live/shop/Ditto/,9
Eevee,£112.00,112.0,3593,234 in stock,234,Evolution | Pokemon,eevee | Evolution | Run Away,Evolution | Pokemon | eevee | Run Away,4,Eevee has an unstable genetic makeup that suddenly mutates due to the environment in which it lives. Radiation from various stones causes this Pokémon to evolve.,https://scrapeme.live/shop/Eevee/,9
Flareon,£34.00,34.0,8149,142 in stock,142,Flame | Pokemon,Flame | flareon | Flash Fire,Flame | Pokemon | flareon | Flash Fire,4,"Flareon’s fluffy fur has a functional purpose—it releases heat into the air so that its body does not get excessively hot. This Pokémon’s body temperature can rise to a maximum of 1,650 degrees Fahrenheit.",https://scrapeme.live/shop/Flareon/,9
Jolteon,£158.00,158.0,4119,37 in stock,37,Lightning | Pokemon,jolteon | Lightning | Volt Absorb,Lightning | Pokemon | jolteon | Volt Absorb,4,"Jolteon’s cells generate a low level of electricity. This power is amplified by the static electricity of its fur, enabling the Pokémon to drop thunderbolts. The bristling fur is made of electrically charged needles.",https://scrapeme.live/shop/Jolteon/,9
Kabuto,£79.00,79.0,9584,187 in stock,187,Pokemon | Shellfish,kabuto | Shellfish | Swift Swim,Pokemon | Shellfish | kabuto | Swift Swim,4,"Kabuto is a Pokémon that has been regenerated from a fossil. However, in extremely rare cases, living examples have been discovered. The Pokémon has not changed at all for 300 million years.",https://scrapeme.live/shop/Kabuto/,9
Kabutops,£57.00,57.0,4736,228 in stock,228,Pokemon | Shellfish,kabutops | Shellfish | Swift Swim,Pokemon | Shellfish | kabutops | Swift Swim,4,Kabutops swam underwater to hunt for its prey in ancient times. The Pokémon was apparently evolving from being a water dweller to living on land as evident from the beginnings of change in its gills and legs.,https://scrapeme.live/shop/Kabutops/,9
Lapras,£172.00,172.0,7759,89 in stock,89,Pokemon | Transport,lapras | Transport | Water Absorb,Pokemon | Transport | lapras | Water Absorb,4,"People have driven Lapras almost to the point of extinction. In the evenings, this Pokémon is said to sing plaintively as it seeks what few others of its kind still remain.",https://scrapeme.live/shop/Lapras/,9
Moltres,£178.00,178.0,2571,208 in stock,208,Flame | Pokemon,Flame | moltres | Pressure,Flame | Pokemon | moltres | Pressure,4,"Moltres is a legendary bird Pokémon that has the ability to control fire. If this Pokémon is injured, it is said to dip its body in the molten magma of a volcano to burn and heal itself.",https://scrapeme.live/shop/Moltres/,9
Omanyte,£162.00,162.0,4569,13 in stock,13,Pokemon | Spiral,omanyte | Shell Armor | Spiral,Pokemon | Spiral | omanyte | Shell Armor,4,"Omanyte is one of the ancient and long-since-extinct Pokémon that have been regenerated from fossils by people. If attacked by an enemy, it withdraws itself inside its hard shell.",https://scrapeme.live/shop/Omanyte/,9
Omastar,£61.00,61.0,3283,249 in stock,249,Pokemon | Spiral,omastar | Shell Armor | Spiral,Pokemon | Spiral | omastar | Shell Armor,4,"Omastar uses its tentacles to capture its prey. It is believed to have become extinct because its shell grew too large and heavy, causing its movements to become too slow and ponderous.",https://scrapeme.live/shop/Omastar/,9
Porygon,£178.00,178.0,7940,156 in stock,156,Pokemon | Virtual,porygon | Trace | Virtual,Pokemon | Virtual | porygon | Trace,4,Porygon is capable of reverting itself entirely back to program data and entering cyberspace. This Pokémon is copy protected so it cannot be duplicated by copying.,https://scrapeme.live/shop/Porygon/,9
Snorlax,£134.00,134.0,9883,260 in stock,260,Pokemon | Sleeping,Sleeping | snorlax | Thick Fat,Pokemon | Sleeping | snorlax | Thick Fat,4,Snorlax’s typical day consists of nothing more than eating and sleeping. It is such a docile Pokémon that there are children who use its expansive belly as a place to play.,https://scrapeme.live/shop/Snorlax/,9
Vaporeon,£147.00,147.0,5437,226 in stock,226,Bubble Jet | Pokemon,Bubble Jet | vaporeon | Water Absorb,Bubble Jet | Pokemon | vaporeon | Water Absorb,4,Vaporeon underwent a spontaneous mutation and grew fins and gills that allow it to live underwater. This Pokémon has the ability to freely control water.,https://scrapeme.live/shop/Vaporeon/,9
Zapdos,£133.00,133.0,7213,265 in stock,265,Electric | Pokemon,Electric | Pressure | zapdos,Electric | Pokemon | Pressure | zapdos,4,Zapdos is a legendary bird Pokémon that has the ability to control electricity. It usually lives in thunderclouds. The Pokémon gains power if it is stricken by lightning bolts.,https://scrapeme.live/shop/Zapdos/,9
Bayleef,£44.00,44.0,1272,299 in stock,299,Leaf | Pokemon,bayleef | Leaf | Overgrow,Leaf | Pokemon | bayleef | Overgrow,4,Bayleef’s neck is ringed by curled-up leaves. Inside each tubular leaf is a small shoot of a tree. The fragrance of this shoot makes people peppy.,https://scrapeme.live/shop/Bayleef/,10
Chikorita,£127.00,127.0,2657,98 in stock,98,Leaf | Pokemon,chikorita | Leaf | Overgrow,Leaf | Pokemon | chikorita | Overgrow,4,"In battle, Chikorita waves its leaf around to keep the foe at bay. However, a sweet fragrance also wafts from the leaf, becalming the battling Pokémon and creating a cozy, friendly atmosphere all around.",https://scrapeme.live/shop/Chikorita/,10
Croconaw,£175.00,175.0,9299,255 in stock,255,Big Jaw | Pokemon,Big Jaw | croconaw | Torrent,Big Jaw | Pokemon | croconaw | Torrent,4,"Once Croconaw has clamped its jaws on its foe, it will absolutely not let go. Because the tips of its fangs are forked back like barbed fishhooks, they become impossible to remove when they have sunk in.",https://scrapeme.live/shop/Croconaw/,10
Cyndaquil,£154.00,154.0,3987,184 in stock,184,Fire Mouse | Pokemon,Blaze | cyndaquil | Fire Mouse,Fire Mouse | Pokemon | Blaze | cyndaquil,4,"Cyndaquil protects itself by flaring up the flames on its back. The flames are vigorous if the Pokémon is angry. However, if it is tired, the flames splutter fitfully with incomplete combustion.",https://scrapeme.live/shop/Cyndaquil/,10
Dragonair,£57.00,57.0,5641,119 in stock,119,Dragon | Pokemon,Dragon | dragonair | Shed Skin,Dragon | Pokemon | dragonair | Shed Skin,4,Dragonair stores an enormous amount of energy inside its body. It is said to alter weather conditions in its vicinity by discharging energy from the crystals on its neck and tail.,https://scrapeme.live/shop/Dragonair/,10
Dragonite,£69.00,69.0,9175,127 in stock,127,Dragon | Pokemon,Dragon | dragonite | Inner Focus,Dragon | Pokemon | dragonite | Inner Focus,4,Dragonite is capable of circling the globe in just 16 hours. It is a kindhearted Pokémon that leads lost and foundering ships in a storm to the safety of land.,https://scrapeme.live/shop/Dragonite/,10
Dratini,£94.00,94.0,2799,275 in stock,275,Dragon | Pokemon,Dragon | dratini | Shed Skin,Dragon | Pokemon | dratini | Shed Skin,4,Dratini continually molts and sloughs off its old skin. It does so because the life energy within its body steadily builds to reach uncontrollable levels.,https://scrapeme.live/shop/Dratini/,10
Feraligatr,£183.00,183.0,9344,175 in stock,175,Big Jaw | Pokemon,Big Jaw | feraligatr | Torrent,Big Jaw | Pokemon | feraligatr | Torrent,4,"Feraligatr intimidates its foes by opening its huge mouth. In battle, it will kick the ground hard with its thick and powerful hind legs to charge at the foe at an incredible speed.",https://scrapeme.live/shop/Feraligatr/,10
Furret,£154.00,154.0,4876,85 in stock,85,Long Body | Pokemon,furret | Keen Eye | Long Body,Long Body | Pokemon | furret | Keen Eye,4,"Furret has a very slim build. When under attack, it can slickly squirm through narrow spaces and get away. In spite of its short limbs, this Pokémon is very nimble and fleet.",https://scrapeme.live/shop/Furret/,10
Meganium,£163.00,163.0,5778,71 in stock,71,Herb | Pokemon,Herb | meganium | Overgrow,Herb | Pokemon | meganium | Overgrow,4,"The fragrance of Meganium’s flower soothes and calms emotions. In battle, this Pokémon gives off more of its becalming scent to blunt the foe’s fighting spirit.",https://scrapeme.live/shop/Meganium/,10
Mew,£136.00,136.0,4382,152 in stock,152,New Species | Pokemon,mew | New Species | Synchronize,New Species | Pokemon | mew | Synchronize,4,"Mew is said to possess the genetic composition of all Pokémon. It is capable of making itself invisible at will, so it entirely avoids notice even if it approaches people.",https://scrapeme.live/shop/Mew/,10
Mewtwo,£43.00,43.0,4630,78 in stock,78,Genetic | Pokemon,Genetic | mewtwo | Pressure,Genetic | Pokemon | mewtwo | Pressure,4,"Mewtwo is a Pokémon that was created by genetic manipulation. However, even though the scientific power of humans created this Pokémon’s body, they failed to endow Mewtwo with a compassionate heart.",https://scrapeme.live/shop/Mewtwo/,10
Quilava,£85.00,85.0,6999,263 in stock,263,Pokemon | Volcano,Blaze | quilava | Volcano,Pokemon | Volcano | Blaze | quilava,4,Quilava keeps its foes at bay with the intensity of its flames and gusts of superheated air. This Pokémon applies its outstanding nimbleness to dodge attacks even while scorching the foe with flames.,https://scrapeme.live/shop/Quilava/,10
Sentret,£48.00,48.0,2687,83 in stock,83,Pokemon | Scout,Keen Eye | Scout | sentret,Pokemon | Scout | Keen Eye | sentret,4,"When Sentret sleeps, it does so while another stands guard. The sentry wakes the others at the first sign of danger. When this Pokémon becomes separated from its pack, it becomes incapable of sleep due to fear.",https://scrapeme.live/shop/Sentret/,10
Totodile,£190.00,190.0,4342,285 in stock,285,Big Jaw | Pokemon,Big Jaw | Torrent | totodile,Big Jaw | Pokemon | Torrent | totodile,4,"Despite the smallness of its body, Totodile’s jaws are very powerful. While the Pokémon may think it is just playfully nipping, its bite has enough power to cause serious injury.",https://scrapeme.live/shop/Totodile/,10
Typhlosion,£191.00,191.0,5228,118 in stock,118,Pokemon | Volcano,Blaze | typhlosion | Volcano,Pokemon | Volcano | Blaze | typhlosion,4,Typhlosion obscures itself behind a shimmering heat haze that it creates using its intensely hot flames. This Pokémon creates blazing explosive blasts that burn everything to cinders.,https://scrapeme.live/shop/Typhlosion/,10
Ariados,£85.00,85.0,9759,50 in stock,50,Long Leg | Pokemon,ariados | Long Leg | Swarm,Long Leg | Pokemon | ariados | Swarm,4,Ariados’s feet are tipped with tiny hooked claws that enable it to scuttle on ceilings and vertical walls. This Pokémon constricts the foe with thin and strong silk webbing.,https://scrapeme.live/shop/Ariados/,11
Chinchou,£59.00,59.0,2651,130 in stock,130,Angler | Pokemon,Angler | chinchou | Illuminate,Angler | Pokemon | chinchou | Illuminate,4,"Chinchou’s two antennas are filled with cells that generate strong electricity. This Pokémon’s cells create so much electrical power, it even makes itself tingle slightly.",https://scrapeme.live/shop/Chinchou/,11
Cleffa,£107.00,107.0,2794,187 in stock,187,Pokemon | Star Shape,cleffa | Cute Charm | Star Shape,Pokemon | Star Shape | cleffa | Cute Charm,4,"On nights with many shooting stars, Cleffa can be seen dancing in a ring. They dance through the night and stop only at the break of day, when these Pokémon quench their thirst with the morning dew.",https://scrapeme.live/shop/Cleffa/,11
Crobat,£195.00,195.0,6120,245 in stock,245,Bat | Pokemon,Bat | crobat | Inner Focus,Bat | Pokemon | crobat | Inner Focus,4,Crobat sneaks up on its intended prey using wings that barely make a sound. This Pokémon rests by hanging on a tree branch with its rear legs that serve as wings.,https://scrapeme.live/shop/Crobat/,11
Hoothoot,£48.00,48.0,4691,204 in stock,204,Owl | Pokemon,hoothoot | Keen Eye | Owl,Owl | Pokemon | hoothoot | Keen Eye,4,"Hoothoot has an internal organ that senses and tracks the earth’s rotation. Using this special organ, this Pokémon begins hooting at precisely the same time every day.",https://scrapeme.live/shop/Hoothoot/,11
Igglybuff,£189.00,189.0,2662,170 in stock,170,Balloon | Pokemon,Balloon | Cute Charm | igglybuff,Balloon | Pokemon | Cute Charm | igglybuff,4,Igglybuff has a soft and plushy body that feels very much like a marshmallow. From this body wafts a gently sweet fragrance that soothes and calms the emotions of its foes.,https://scrapeme.live/shop/Igglybuff/,11
Lanturn,£131.00,131.0,7579,218 in stock,218,Light | Pokemon,Illuminate | lanturn | Light,Light | Pokemon | Illuminate | lanturn,4,"Lanturn is known to emit light. If you peer down into the dark sea from a ship at night, you can sometimes see this Pokémon’s light rising from the depths where it swims. It gives the sea an appearance of a starlit night.",https://scrapeme.live/shop/Lanturn/,11
Ledian,£136.00,136.0,1806,65 in stock,65,Five Star | Pokemon,Five Star | ledian | Swarm,Five Star | Pokemon | ledian | Swarm,4,"It is said that in lands with clean air, where the stars fill the sky, there live Ledian in countless numbers. There is a good reason for this—the Pokémon uses the light of the stars as its energy.",https://scrapeme.live/shop/Ledian/,11
Ledyba,£98.00,98.0,3874,83 in stock,83,Five Star | Pokemon,Five Star | ledyba | Swarm,Five Star | Pokemon | ledyba | Swarm,4,Ledyba secretes an aromatic fluid from where its legs join its body. This fluid is used for communicating with others. This Pokémon conveys its feelings to others by altering the fluid’s scent.,https://scrapeme.live/shop/Ledyba/,11
Natu,£99.00,99.0,2942,36 in stock,36,Pokemon | Tiny Bird,natu | Synchronize | Tiny Bird,Pokemon | Tiny Bird | natu | Synchronize,4,Natu has a highly developed jumping ability. The Pokémon flaps and leaps onto tree branches that are taller than grown-up people to pick at the tree’s new shoots.,https://scrapeme.live/shop/Natu/,11
Noctowl,£170.00,170.0,9939,10 in stock,10,Owl | Pokemon,Keen Eye | noctowl | Owl,Owl | Pokemon | Keen Eye | noctowl,4,"Noctowl never fails at catching prey in darkness. This Pokémon owes its success to its superior vision that allows it to see in minimal light, and to its soft, supple wings that make no sound in flight.",https://scrapeme.live/shop/Noctowl/,11
Pichu,£193.00,193.0,4987,64 in stock,64,Pokemon | Tiny Mouse,pichu | Static | Tiny Mouse,Pokemon | Tiny Mouse | pichu | Static,4,"When Pichu plays with others, it may short out electricity with another Pichu, creating a shower of sparks. In that event, this Pokémon will begin crying, startled by the flash of sparks.",https://scrapeme.live/shop/Pichu/,11
Spinarak,£199.00,199.0,4388,136 in stock,136,Pokemon | String Spit,spinarak | String Spit | Swarm,Pokemon | String Spit | spinarak | Swarm,4,The web spun by Spinarak can be considered its second nervous system. It is said that this Pokémon can determine what kind of prey is touching its web just by the tiny vibrations it feels through the web’s strands.,https://scrapeme.live/shop/Spinarak/,11
Togepi,£47.00,47.0,1684,264 in stock,264,Pokemon | Spike Ball,Serene Grace | Spike Ball | togepi,Pokemon | Spike Ball | Serene Grace | togepi,4,"As its energy, Togepi uses the positive emotions of compassion and pleasure exuded by people and Pokémon. This Pokémon stores up feelings of happiness inside its shell, then shares them with others.",https://scrapeme.live/shop/Togepi/,11
Togetic,£69.00,69.0,9410,293 in stock,293,Happiness | Pokemon,Happiness | Serene Grace | togetic,Happiness | Pokemon | Serene Grace | togetic,4,"Togetic is said to be a Pokémon that brings good fortune. When the Pokémon spots someone who is pure of heart, it is said to appear and share its happiness with that person.",https://scrapeme.live/shop/Togetic/,11
Xatu,£123.00,123.0,7616,196 in stock,196,Mystic | Pokemon,Mystic | Synchronize | xatu,Mystic | Pokemon | Synchronize | xatu,4,Xatu is known to stand motionless while staring at the sun all day long. Some people revere it as a mystical Pokémon out of their belief that Xatu is in possession of the power to see into the future.,https://scrapeme.live/shop/Xatu/,11
Aipom,£182.00,182.0,8103,92 in stock,92,Long Tail | Pokemon,aipom | Long Tail | Run Away,Long Tail | Pokemon | aipom | Run Away,4,"Aipom’s tail ends in a hand-like appendage that can be cleverly manipulated. However, because the Pokémon uses its tail so much, its real hands have become rather clumsy.",https://scrapeme.live/shop/Aipom/,12
Ampharos,£41.00,41.0,2141,247 in stock,247,Light | Pokemon,ampharos | Light | Static,Light | Pokemon | ampharos | Static,4,Ampharos gives off so much light that it can be seen even from space. People in the old days used the light of this Pokémon to send signals back and forth with others far away.,https://scrapeme.live/shop/Ampharos/,12
Azumarill,£175.00,175.0,9464,300 in stock,300,Aqua Rabbit | Pokemon,Aqua Rabbit | azumarill | Thick Fat,Aqua Rabbit | Pokemon | azumarill | Thick Fat,4,Azumarill can make balloons out of air. It makes these air balloons if it spots a drowning Pokémon. The air balloons enable the Pokémon in trouble to breathe.,https://scrapeme.live/shop/Azumarill/,12
Bellossom,£25.00,25.0,7003,234 in stock,234,Flower | Pokemon,bellossom | Chlorophyll | Flower,Flower | Pokemon | bellossom | Chlorophyll,4,"A Bellossom grows flowers more beautifully if it has evolved from a smelly Gloom—the more stinky the better. At night, this Pokémon closes its petals and goes to sleep.",https://scrapeme.live/shop/Bellossom/,12
Flaaffy,£163.00,163.0,9291,64 in stock,64,Pokemon | Wool,flaaffy | Static | Wool,Pokemon | Wool | flaaffy | Static,4,Flaaffy’s wool quality changes so that it can generate a high amount of static electricity with a small amount of wool. The bare and slick parts of its hide are shielded against electricity.,https://scrapeme.live/shop/Flaaffy/,12
Hoppip,£107.00,107.0,1154,266 in stock,266,Cottonweed | Pokemon,Chlorophyll | Cottonweed | hoppip,Cottonweed | Pokemon | Chlorophyll | hoppip,4,"This Pokémon drifts and floats with the wind. If it senses the approach of strong winds, Hoppip links its leaves with other Hoppip to prepare against being blown away.",https://scrapeme.live/shop/Hoppip/,12
Jumpluff,£107.00,107.0,2168,235 in stock,235,Cottonweed | Pokemon,Chlorophyll | Cottonweed | jumpluff,Cottonweed | Pokemon | Chlorophyll | jumpluff,4,Jumpluff rides warm southern winds to cross the sea and fly to foreign lands. The Pokémon descends to the ground when it encounters cold air while it is floating.,https://scrapeme.live/shop/Jumpluff/,12
Mareep,£79.00,79.0,2016,152 in stock,152,Pokemon | Wool,mareep | Static | Wool,Pokemon | Wool | mareep | Static,4,"Mareep’s fluffy coat of wool rubs together and builds a static charge. The more static electricity is charged, the more brightly the lightbulb at the tip of its tail glows.",https://scrapeme.live/shop/Mareep/,12
Marill,£127.00,127.0,4728,55 in stock,55,Aqua Mouse | Pokemon,Aqua Mouse | marill | Thick Fat,Aqua Mouse | Pokemon | marill | Thick Fat,4,"When fishing for food at the edge of a fast-running stream, Marill wraps its tail around the trunk of a tree. This Pokémon’s tail is flexible and configured to stretch.",https://scrapeme.live/shop/Marill/,12
Politoed,£193.00,193.0,9168,261 in stock,261,Frog | Pokemon,Damp | Frog | politoed,Frog | Pokemon | Damp | politoed,4,"The curled hair on Politoed’s head is proof of its status as a king. It is said that the longer and more curled the hair, the more respect this Pokémon earns from its peers.",https://scrapeme.live/shop/Politoed/,12
Skiploom,£185.00,185.0,2616,94 in stock,94,Cottonweed | Pokemon,Chlorophyll | Cottonweed | skiploom,Cottonweed | Pokemon | Chlorophyll | skiploom,4,"Skiploom’s flower blossoms when the temperature rises above 64 degrees Fahrenheit. How much the flower opens depends on the temperature. For that reason, this Pokémon is sometimes used as a thermometer.",https://scrapeme.live/shop/Skiploom/,12
Sudowoodo,£54.00,54.0,1558,147 in stock,147,Imitation | Pokemon,Imitation | Rock Head | sudowoodo,Imitation | Pokemon | Rock Head | sudowoodo,4,"Sudowoodo camouflages itself as a tree to avoid being attacked by enemies. However, because its hands remain green throughout the year, the Pokémon is easily identified as a fake during the winter.",https://scrapeme.live/shop/Sudowoodo/,12
Sunflora,£33.00,33.0,7947,163 in stock,163,Pokemon | Sun,Chlorophyll | sun | sunflora,Pokemon | Sun | Chlorophyll | sun | sunflora,5,Sunflora converts solar energy into nutrition. It moves around actively in the daytime when it is warm. It stops moving as soon as the sun goes down for the night.,https://scrapeme.live/shop/Sunflora/,12
Sunkern,£150.00,150.0,4061,255 in stock,255,Pokemon | Seed,Chlorophyll | Seed | sunkern,Pokemon | Seed | Chlorophyll | sunkern,4,"Sunkern tries to move as little as it possibly can. It does so because it tries to conserve all the nutrients it has stored in its body for its evolution. It will not eat a thing, subsisting only on morning dew.",https://scrapeme.live/shop/Sunkern/,12
Wooper,£98.00,98.0,4198,48 in stock,48,Pokemon | Water Fish,Damp | Water Fish | wooper,Pokemon | Water Fish | Damp | wooper,4,"Wooper usually lives in water. However, it occasionally comes out onto land in search of food. On land, it coats its body with a gooey, toxic film.",https://scrapeme.live/shop/Wooper/,12
Yanma,£130.00,130.0,8321,130 in stock,130,Clear Wing | Pokemon,Clear Wing | Compound Eyes | yanma,Clear Wing | Pokemon | Compound Eyes | yanma,4,Yanma is capable of seeing 360 degrees without having to move its eyes. It is a great flier that is adept at making sudden stops and turning midair. This Pokémon uses its flying ability to quickly chase down targeted prey.,https://scrapeme.live/shop/Yanma/,12
Espeon,£177.00,177.0,9676,153 in stock,153,Pokemon | Sun,espeon | sun | Synchronize,Pokemon | Sun | espeon | sun | Synchronize,5,Espeon is extremely loyal to any Trainer it considers to be worthy. It is said that this Pokémon developed its precognitive powers to protect its Trainer from harm.,https://scrapeme.live/shop/Espeon/,13
Girafarig,£99.00,99.0,7871,31 in stock,31,Long Neck | Pokemon,girafarig | Inner Focus | Long Neck,Long Neck | Pokemon | girafarig | Inner Focus,4,"Girafarig’s rear head contains a tiny brain that is too small for thinking. However, the rear head doesn’t need to sleep, so it can keep watch over its surroundings 24 hours a day.",https://scrapeme.live/shop/Girafarig/,13
Gligar,£112.00,112.0,5090,140 in stock,140,Fly Scorpion | Pokemon,Fly Scorpion | gligar | Sand Veil,Fly Scorpion | Pokemon | gligar | Sand Veil,4,"Gligar glides through the air without a sound as if it were sliding. This Pokémon hangs on to the face of its foe using its clawed hind legs and the large pincers on its forelegs, then injects the prey with its poison barb.",https://scrapeme.live/shop/Gligar/,13
Granbull,£59.00,59.0,7346,171 in stock,171,Fairy | Pokemon,Fairy | granbull | Intimidate,Fairy | Pokemon | granbull | Intimidate,4,"Granbull has a particularly well-developed lower jaw. The enormous fangs are heavy, causing the Pokémon to tip its head back for balance. Unless it is startled, it will not try to bite indiscriminately.",https://scrapeme.live/shop/Granbull/,13
Misdreavus,£33.00,33.0,9272,207 in stock,207,Pokemon | Screech,Levitate | misdreavus | Screech,Pokemon | Screech | Levitate | misdreavus,4,"Misdreavus frightens people with a creepy, sobbing cry. The Pokémon apparently uses its red spheres to absorb the fearful feelings of foes and turn them into nutrition.",https://scrapeme.live/shop/Misdreavus/,13
Murkrow,£178.00,178.0,2223,246 in stock,246,Darkness | Pokemon,Darkness | Insomnia | murkrow,Darkness | Pokemon | Insomnia | murkrow,4,Murkrow was feared and loathed as the alleged bearer of ill fortune. This Pokémon shows strong interest in anything that sparkles or glitters. It will even try to steal rings from women.,https://scrapeme.live/shop/Murkrow/,13
Quagsire,£37.00,37.0,2688,292 in stock,292,Pokemon | Water Fish,Damp | quagsire | Water Fish,Pokemon | Water Fish | Damp | quagsire,4,"Quagsire hunts for food by leaving its mouth wide open in water and waiting for its prey to blunder in unaware. Because the Pokémon does not move, it does not get very hungry.",https://scrapeme.live/shop/Quagsire/,13
Qwilfish,£77.00,77.0,3335,297 in stock,297,Balloon | Pokemon,Balloon | Poison Point | qwilfish,Balloon | Pokemon | Poison Point | qwilfish,4,"Qwilfish sucks in water, inflating itself. This Pokémon uses the pressure of the water it swallowed to shoot toxic quills all at once from all over its body. It finds swimming somewhat challenging.",https://scrapeme.live/shop/Qwilfish/,13
Scizor,£172.00,172.0,9056,198 in stock,198,Pincer | Pokemon,Pincer | scizor | Swarm,Pincer | Pokemon | scizor | Swarm,4,Scizor has a body with the hardness of steel. It is not easily fazed by ordinary sorts of attacks. This Pokémon flaps its wings to regulate its body temperature.,https://scrapeme.live/shop/Scizor/,13
Shuckle,£194.00,194.0,7903,74 in stock,74,Mold | Pokemon,Mold | shuckle | Sturdy,Mold | Pokemon | shuckle | Sturdy,4,"Shuckle quietly hides itself under rocks, keeping its body concealed inside its hard shell while eating berries it has stored away. The berries mix with its body fluids to become a juice.",https://scrapeme.live/shop/Shuckle/,13
Slowking,£174.00,174.0,9664,55 in stock,55,Pokemon | Royal,Oblivious | Royal | slowking,Pokemon | Royal | Oblivious | slowking,4,"Slowking undertakes research every day in an effort to solve the mysteries of the world. However, this Pokémon apparently forgets everything it has learned if the Shellder on its head comes off.",https://scrapeme.live/shop/Slowking/,13
Snubbull,£63.00,63.0,3961,164 in stock,164,Fairy | Pokemon,Fairy | Run Away | snubbull,Fairy | Pokemon | Run Away | snubbull,4,"By baring its fangs and making a scary face, Snubbull sends smaller Pokémon scurrying away in terror. However, this Pokémon seems a little sad at making its foes flee.",https://scrapeme.live/shop/Snubbull/,13
Steelix,£116.00,116.0,4345,157 in stock,157,Iron Snake | Pokemon,Iron Snake | Rock Head | steelix,Iron Snake | Pokemon | Rock Head | steelix,4,Steelix lives even further underground than Onix. This Pokémon is known to dig toward the earth’s core. There are records of this Pokémon reaching a depth of over six-tenths of a mile underground.,https://scrapeme.live/shop/Steelix/,13
Umbreon,£78.00,78.0,4995,186 in stock,186,Moonlight | Pokemon,Moonlight | Synchronize | umbreon,Moonlight | Pokemon | Synchronize | umbreon,4,Umbreon evolved as a result of exposure to the moon’s waves. It hides silently in darkness and waits for its foes to make a move. The rings on its body glow when it leaps to attack.,https://scrapeme.live/shop/Umbreon/,13
Unown,£198.00,198.0,9561,47 in stock,47,Pokemon | Symbol,Levitate | Symbol | unown,Pokemon | Symbol | Levitate | unown,4,"This Pokémon is shaped like ancient writing. It is a mystery as to which came first, the ancient writings or the various Unown. Research into this topic is ongoing but nothing is known.",https://scrapeme.live/shop/Unown/,13
Wobbuffet,£107.00,107.0,6138,113 in stock,113,Patient | Pokemon,Patient | Shadow Tag | wobbuffet,Patient | Pokemon | Shadow Tag | wobbuffet,4,"Wobbuffet does nothing but endure attacks—it won’t attack on its own. However, it won’t endure an attack on its tail. When that happens, the Pokémon will try to take the foe with it using Destiny Bond.",https://scrapeme.live/shop/Wobbuffet/,13
Corsola,£27.00,27.0,5281,162 in stock,162,Coral | Pokemon,Coral | corsola | Natural Cure,Coral | Pokemon | corsola | Natural Cure,4,"Clusters of Corsola congregate in warm seas where they serve as ideal hiding places for smaller Pokémon. When the water temperature falls, this Pokémon migrates to the southern seas.",https://scrapeme.live/shop/Corsola/,14
Delibird,£121.00,121.0,6280,141 in stock,141,Delivery | Pokemon,delibird | Delivery | Vital Spirit,Delivery | Pokemon | delibird | Vital Spirit,4,"Delibird carries its food bundled up in its tail. There once was a famous explorer who managed to reach the peak of the world’s highest mountain, thanks to one of these Pokémon sharing its food.",https://scrapeme.live/shop/Delibird/,14
Heracross,£143.00,143.0,9256,49 in stock,49,Pokemon | Single Horn,heracross | Single Horn | Swarm,Pokemon | Single Horn | heracross | Swarm,4,"Heracross has sharp claws on its feet. These are planted firmly into the ground or the bark of a tree, giving the Pokémon a secure and solid footing to forcefully fling away foes with its proud horn.",https://scrapeme.live/shop/Heracross/,14
Houndoom,£78.00,78.0,2081,40 in stock,40,Dark | Pokemon,Dark | Flash Fire | houndoom,Dark | Pokemon | Flash Fire | houndoom,4,"In a Houndoom pack, the one with its horns raked sharply toward the back serves a leadership role. These Pokémon choose their leader by fighting among themselves.",https://scrapeme.live/shop/Houndoom/,14
Houndour,£144.00,144.0,7965,184 in stock,184,Dark | Pokemon,Dark | Flash Fire | houndour,Dark | Pokemon | Flash Fire | houndour,4,Houndour hunt as a coordinated pack. They communicate with each other using a variety of cries to corner their prey. This Pokémon’s remarkable teamwork is unparalleled.,https://scrapeme.live/shop/Houndour/,14
Kingdra,£124.00,124.0,7090,206 in stock,206,Dragon | Pokemon,Dragon | kingdra | Swift Swim,Dragon | Pokemon | kingdra | Swift Swim,4,"Kingdra sleeps on the seafloor where it is otherwise devoid of life. When a storm arrives, the Pokémon is said to awaken and wander about in search of prey.",https://scrapeme.live/shop/Kingdra/,14
